Local time,Open,High,Low,Close,Volume
20.12.2012 00:00:00.000 GMT+0200,1.32263,1.32946,1.31880,1.32439,157093748535.15652
21.12.2012 00:00:00.000 GMT+0200,1.32438,1.32521,1.31585,1.31867,173972730834.96115
24.12.2012 00:00:00.000 GMT+0200,1.31719,1.32335,1.31712,1.31861,85364680419.92209
25.12.2012 00:00:00.000 GMT+0200,1.31852,1.32025,1.31704,1.31785,18259999908.4475
26.12.2012 00:00:00.000 GMT+0200,1.31771,1.32533,1.31708,1.32240,85853430541.99257
27.12.2012 00:00:00.000 GMT+0200,1.32239,1.32834,1.32011,1.32355,124486610839.84418
28.12.2012 00:00:00.000 GMT+0200,1.32353,1.32564,1.31655,1.32140,121231980590.8207
31.12.2012 00:00:00.000 GMT+0200,1.32091,1.32344,1.31738,1.31938,110697449707.03177
01.01.2013 00:00:00.000 GMT+0200,1.31935,1.32005,1.31903,1.31954,1248170013.4276998
02.01.2013 00:00:00.000 GMT+0200,1.31936,1.32991,1.31570,1.31857,174196869262.69562
03.01.2013 00:00:00.000 GMT+0200,1.31860,1.31894,1.30467,1.30484,168861140136.71902
04.01.2013 00:00:00.000 GMT+0200,1.30486,1.30892,1.29971,1.30678,173469151611.32843
07.01.2013 00:00:00.000 GMT+0200,1.30745,1.31192,1.30165,1.31157,161896510986.32852
08.01.2013 00:00:00.000 GMT+0200,1.31159,1.31393,1.30566,1.30809,165745049316.40665
09.01.2013 00:00:00.000 GMT+0200,1.30807,1.30956,1.30362,1.30639,161277548461.91452
10.01.2013 00:00:00.000 GMT+0200,1.30634,1.32724,1.30385,1.32716,184854939819.336
11.01.2013 00:00:00.000 GMT+0200,1.32720,1.33653,1.32479,1.33424,191324719970.70352
14.01.2013 00:00:00.000 GMT+0200,1.33605,1.34037,1.33356,1.33789,161108630371.09412
15.01.2013 00:00:00.000 GMT+0200,1.33791,1.33933,1.32720,1.33050,170506480712.89093
16.01.2013 00:00:00.000 GMT+0200,1.33048,1.33246,1.32565,1.32888,162741389160.15674
17.01.2013 00:00:00.000 GMT+0200,1.32887,1.33873,1.32696,1.33736,171213452270.5078
