Local time,Open_eurusd,High_eurusd,Low_eurusd,Close_eurusd,Volume_eurusd,Inflation_Rate_EU,Inflation_Rate_USA,Interest_Rate_EU,Interest_Rate_GER,Funds_Rate_FED,Close_S&P500,Close_DAX
16.10.2014 00:00:00.000 GMT+0300,1.28374,1.28449,1.27057,1.28086,2.62E+11,0.4,1.8,1.71,0.79,0.09,1862.76,8582.900391
17.10.2014 00:00:00.000 GMT+0300,1.28081,1.28369,1.27436,1.27589,1.71E+11,0.4,1.8,1.71,0.79,0.09,1886.76,8850.269531
18.10.2014 00:00:00.000 GMT+0300,1.27589,1.27589,1.27589,1.27589,0,0.4,1.8,1.71,0.79,0.09,1886.76,8850.269531
19.10.2014 00:00:00.000 GMT+0300,1.27589,1.27589,1.27589,1.27589,0,0.4,1.8,1.71,0.79,0.09,1886.76,8850.269531
20.10.2014 00:00:00.000 GMT+0300,1.27507,1.28168,1.27312,1.28,1.62E+11,0.4,1.8,1.71,0.79,0.09,1904.01,8717.759766
21.10.2014 00:00:00.000 GMT+0300,1.27996,1.28401,1.27144,1.27157,1.93E+11,0.4,1.8,1.71,0.79,0.09,1941.28,8886.959961
22.10.2014 00:00:00.000 GMT+0300,1.27156,1.27396,1.26372,1.26483,1.86E+11,0.4,1.8,1.71,0.79,0.09,1927.11,8940.139648
23.10.2014 00:00:00.000 GMT+0300,1.26483,1.26766,1.26137,1.26457,1.78E+11,0.4,1.8,1.71,0.79,0.09,1950.82,9047.30957
24.10.2014 00:00:00.000 GMT+0300,1.26458,1.26957,1.26349,1.26688,1.63E+11,0.4,1.8,1.71,0.79,0.09,1964.58,8987.799805
25.10.2014 00:00:00.000 GMT+0300,1.26688,1.26688,1.26688,1.26688,0,0.4,1.8,1.71,0.79,0.09,1964.58,8987.799805
26.10.2014 00:00:00.000 GMT+0300,1.26688,1.26688,1.26688,1.26688,0,0.4,1.8,1.71,0.79,0.09,1964.58,8987.799805
26.10.2014 23:00:00.000 GMT+0200,1.26754,1.27231,1.26657,1.2698,1.70E+11,0.4,1.8,1.71,0.79,0.09,1961.63,8902.610352
27.10.2014 23:00:00.000 GMT+0200,1.26979,1.27648,1.26845,1.27342,1.77E+11,0.4,1.8,1.71,0.79,0.09,1985.05,9068.19043
28.10.2014 23:00:00.000 GMT+0200,1.27338,1.27705,1.26307,1.26311,1.86E+11,0.4,1.8,1.71,0.79,0.09,1982.3,9082.80957
29.10.2014 23:00:00.000 GMT+0200,1.26313,1.26394,1.25474,1.26129,2.24E+11,0.4,1.8,1.71,0.79,0.09,1994.65,9114.839844
30.10.2014 23:00:00.000 GMT+0200,1.26132,1.26173,1.2486,1.25224,2.29E+11,0.4,1.8,1.71,0.79,0.07,2018.05,9326.870117
31.10.2014 23:00:00.000 GMT+0200,1.25224,1.25224,1.2522,1.2522,0,0.4,1.8,1.71,0.79,0.07,2018.05,9326.870117
01.11.2014 23:00:00.000 GMT+0200,1.2522,1.2522,1.2522,1.2522,0,0.3,1.7,1.61,0.72,0.07,2018.05,9326.870117
03.11.2014 00:00:00.000 GMT+0200,1.25067,1.25138,1.24396,1.24811,2.13E+11,0.3,1.7,1.61,0.72,0.09,2017.81,9251.700195
04.11.2014 00:00:00.000 GMT+0200,1.2482,1.25773,1.24804,1.2546,2.04E+11,0.3,1.7,1.61,0.72,0.1,2012.1,9166.469727
05.11.2014 00:00:00.000 GMT+0200,1.25456,1.25669,1.24572,1.24857,2.23E+11,0.3,1.7,1.61,0.72,0.09,2023.57,9315.480469
06.11.2014 00:00:00.000 GMT+0200,1.24853,1.25333,1.23648,1.23746,2.42E+11,0.3,1.7,1.61,0.72,0.09,2031.21,9377.410156
07.11.2014 00:00:00.000 GMT+0200,1.23748,1.24694,1.2358,1.24533,2.29E+11,0.3,1.7,1.61,0.72,0.09,2031.92,9291.830078
08.11.2014 00:00:00.000 GMT+0200,1.24533,1.24533,1.24533,1.24533,0,0.3,1.7,1.61,0.72,0.09,2031.92,9291.830078
09.11.2014 00:00:00.000 GMT+0200,1.24533,1.24533,1.24533,1.24533,0,0.3,1.7,1.61,0.72,0.09,2031.92,9291.830078
10.11.2014 00:00:00.000 GMT+0200,1.24722,1.25091,1.24186,1.24206,1.81E+11,0.3,1.7,1.61,0.72,0.09,2038.26,9351.870117
11.11.2014 00:00:00.000 GMT+0200,1.24201,1.24991,1.23943,1.24746,1.85E+11,0.3,1.7,1.61,0.72,0.09,2039.68,9369.030273
12.11.2014 00:00:00.000 GMT+0200,1.24745,1.24978,1.24194,1.2438,2.19E+11,0.3,1.7,1.61,0.72,0.09,2038.25,9210.959961
13.11.2014 00:00:00.000 GMT+0200,1.24378,1.24915,1.24265,1.24765,1.71E+11,0.3,1.7,1.61,0.72,0.09,2039.33,9248.509766
14.11.2014 00:00:00.000 GMT+0200,1.24765,1.25463,1.23985,1.25249,2.09E+11,0.3,1.7,1.61,0.72,0.09,2039.82,9252.94043
15.11.2014 00:00:00.000 GMT+0200,1.25249,1.25249,1.25249,1.25249,0,0.3,1.7,1.61,0.72,0.09,2039.82,9252.94043
16.11.2014 00:00:00.000 GMT+0200,1.25249,1.25249,1.25249,1.25249,0,0.3,1.7,1.61,0.72,0.09,2039.82,9252.94043
17.11.2014 00:00:00.000 GMT+0200,1.25301,1.25774,1.24451,1.24496,1.85E+11,0.3,1.7,1.61,0.72,0.1,2041.32,9306.349609
18.11.2014 00:00:00.000 GMT+0200,1.24493,1.2545,1.24435,1.25362,1.82E+11,0.3,1.7,1.61,0.72,0.11,2051.8,9456.530273
19.11.2014 00:00:00.000 GMT+0200,1.25362,1.25985,1.25123,1.25537,2.40E+11,0.3,1.7,1.61,0.72,0.1,2048.72,9472.799805
20.11.2014 00:00:00.000 GMT+0200,1.25534,1.25752,1.25042,1.25389,2.17E+11,0.3,1.7,1.61,0.72,0.1,2052.75,9483.969727
21.11.2014 00:00:00.000 GMT+0200,1.25389,1.25682,1.2375,1.23871,2.04E+11,0.3,1.7,1.61,0.72,0.1,2063.5,9732.549805
22.11.2014 00:00:00.000 GMT+0200,1.23871,1.23871,1.23871,1.23871,0,0.3,1.7,1.61,0.72,0.1,2063.5,9732.549805
23.11.2014 00:00:00.000 GMT+0200,1.23871,1.23871,1.23871,1.23871,0,0.3,1.7,1.61,0.72,0.1,2063.5,9732.549805
24.11.2014 00:00:00.000 GMT+0200,1.23627,1.24446,1.23622,1.24421,1.61E+11,0.3,1.7,1.61,0.72,0.1,2069.41,9785.540039
25.11.2014 00:00:00.000 GMT+0200,1.24421,1.24869,1.24018,1.2474,1.64E+11,0.3,1.7,1.61,0.72,0.1,2067.03,9861.209961
26.11.2014 00:00:00.000 GMT+0200,1.2474,1.25312,1.24437,1.25055,1.47E+11,0.3,1.7,1.61,0.72,0.1,2072.83,9915.55957
27.11.2014 00:00:00.000 GMT+0200,1.25053,1.25235,1.24646,1.24669,95928370239,0.3,1.7,1.61,0.72,0.1,2072.83,9974.870117
28.11.2014 00:00:00.000 GMT+0200,1.24669,1.24902,1.24263,1.24497,1.36E+11,0.3,1.7,1.61,0.72,0.08,2067.56,9980.849609
29.11.2014 00:00:00.000 GMT+0200,1.24497,1.24497,1.24497,1.24497,0,0.3,1.7,1.61,0.72,0.08,2067.56,9980.849609
30.11.2014 00:00:00.000 GMT+0200,1.24497,1.24497,1.24497,1.24497,0,0.3,1.7,1.61,0.72,0.08,2067.56,9980.849609
01.12.2014 00:00:00.000 GMT+0200,1.24631,1.25067,1.24194,1.24689,1.88E+11,-0.2,1.6,1.43,0.59,0.13,2053.44,9963.509766
02.12.2014 00:00:00.000 GMT+0200,1.24695,1.24762,1.23769,1.23827,1.57E+11,-0.2,1.6,1.43,0.59,0.12,2066.55,9934.080078
03.12.2014 00:00:00.000 GMT+0200,1.23829,1.23905,1.23012,1.2311,1.72E+11,-0.2,1.6,1.43,0.59,0.12,2074.33,9971.790039
04.12.2014 00:00:00.000 GMT+0200,1.23104,1.24563,1.22795,1.23786,2.06E+11,-0.2,1.6,1.43,0.59,0.12,2071.92,9851.349609
05.12.2014 00:00:00.000 GMT+0200,1.23781,1.23931,1.22709,1.22825,1.61E+11,-0.2,1.6,1.43,0.59,0.12,2075.37,10087.12012
06.12.2014 00:00:00.000 GMT+0200,1.22825,1.22825,1.22825,1.22825,0,-0.2,1.6,1.43,0.59,0.12,2075.37,10087.12012
07.12.2014 00:00:00.000 GMT+0200,1.22825,1.22825,1.22825,1.22825,0,-0.2,1.6,1.43,0.59,0.12,2075.37,10087.12012
08.12.2014 00:00:00.000 GMT+0200,1.22864,1.23439,1.22472,1.23172,1.57E+11,-0.2,1.6,1.43,0.59,0.12,2060.31,10014.99023
09.12.2014 00:00:00.000 GMT+0200,1.23172,1.24475,1.2292,1.23738,1.99E+11,-0.2,1.6,1.43,0.59,0.12,2059.82,9793.709961
10.12.2014 00:00:00.000 GMT+0200,1.23737,1.24481,1.23622,1.24476,1.79E+11,-0.2,1.6,1.43,0.59,0.12,2026.14,9799.730469
11.12.2014 00:00:00.000 GMT+0200,1.24476,1.24951,1.23702,1.24099,2.03E+11,-0.2,1.6,1.43,0.59,0.12,2035.33,9862.530273
12.12.2014 00:00:00.000 GMT+0200,1.24101,1.24851,1.23843,1.24595,1.79E+11,-0.2,1.6,1.43,0.59,0.12,2002.33,9594.730469
13.12.2014 00:00:00.000 GMT+0200,1.24595,1.24595,1.24595,1.24595,0,-0.2,1.6,1.43,0.59,0.12,2002.33,9594.730469
14.12.2014 00:00:00.000 GMT+0200,1.24595,1.24595,1.24595,1.24595,0,-0.2,1.6,1.43,0.59,0.12,2002.33,9594.730469
15.12.2014 00:00:00.000 GMT+0200,1.2474,1.24786,1.24146,1.24363,1.84E+11,-0.2,1.6,1.43,0.59,0.11,1989.63,9334.009766
16.12.2014 00:00:00.000 GMT+0200,1.24363,1.25699,1.2434,1.25101,2.16E+11,-0.2,1.6,1.43,0.59,0.12,1972.74,9563.889648
17.12.2014 00:00:00.000 GMT+0200,1.25101,1.25159,1.23209,1.23415,2.02E+11,-0.2,1.6,1.43,0.59,0.13,2012.89,9544.429688
18.12.2014 00:00:00.000 GMT+0200,1.23415,1.23524,1.22657,1.22861,1.79E+11,-0.2,1.6,1.43,0.59,0.13,2061.23,9811.05957
19.12.2014 00:00:00.000 GMT+0200,1.22858,1.23022,1.22201,1.22265,1.45E+11,-0.2,1.6,1.43,0.59,0.13,2070.65,9786.959961
20.12.2014 00:00:00.000 GMT+0200,1.22265,1.22265,1.22265,1.22265,0,-0.2,1.6,1.43,0.59,0.13,2070.65,9786.959961
21.12.2014 00:00:00.000 GMT+0200,1.22265,1.22265,1.22265,1.22265,0,-0.2,1.6,1.43,0.59,0.13,2070.65,9786.959961
22.12.2014 00:00:00.000 GMT+0200,1.22229,1.22725,1.22166,1.22289,1.08E+11,-0.2,1.6,1.43,0.59,0.13,2078.54,9865.759766
23.12.2014 00:00:00.000 GMT+0200,1.22288,1.22456,1.21646,1.21716,1.02E+11,-0.2,1.6,1.43,0.59,0.13,2082.17,9922.110352
24.12.2014 00:00:00.000 GMT+0200,1.21716,1.22201,1.21695,1.21953,63743819946,-0.2,1.6,1.43,0.59,0.13,2081.88,9922.110352
25.12.2014 00:00:00.000 GMT+0200,1.21953,1.22283,1.21869,1.22273,4962720001,-0.2,1.6,1.43,0.59,0.13,2081.88,9922.110352
26.12.2014 00:00:00.000 GMT+0200,1.22216,1.22261,1.21686,1.21777,50301359985,-0.2,1.6,1.43,0.59,0.13,2088.77,9922.110352
27.12.2014 00:00:00.000 GMT+0200,1.21777,1.21777,1.21777,1.21777,0,-0.2,1.6,1.43,0.59,0.13,2088.77,9922.110352
28.12.2014 00:00:00.000 GMT+0200,1.21777,1.21777,1.21777,1.21777,0,-0.2,1.6,1.43,0.59,0.13,2088.77,9922.110352
29.12.2014 00:00:00.000 GMT+0200,1.21792,1.2221,1.21429,1.21518,98982420898,-0.2,1.6,1.43,0.59,0.13,2090.57,9927.129883
30.12.2014 00:00:00.000 GMT+0200,1.21518,1.21873,1.21239,1.21547,1.06E+11,-0.2,1.6,1.43,0.59,0.13,2080.35,9805.549805
31.12.2014 00:00:00.000 GMT+0200,1.21543,1.21697,1.20968,1.20971,76075350220,-0.2,1.6,1.43,0.59,0.06,2058.9,9805.549805
01.01.2015 00:00:00.000 GMT+0200,1.20969,1.20976,1.20969,1.20976,1500000,-0.6,1.6,1.2,0.39,0.06,2058.9,9805.549805
02.01.2015 00:00:00.000 GMT+0200,1.21038,1.21073,1.20004,1.20017,1.25E+11,-0.6,1.6,1.2,0.39,0.12,2058.2,9764.730469
03.01.2015 00:00:00.000 GMT+0200,1.20017,1.20017,1.20017,1.20017,0,-0.6,1.6,1.2,0.39,0.12,2058.2,9764.730469
04.01.2015 00:00:00.000 GMT+0200,1.20017,1.20017,1.20017,1.20017,0,-0.6,1.6,1.2,0.39,0.12,2058.2,9764.730469
05.01.2015 00:00:00.000 GMT+0200,1.19495,1.19762,1.18677,1.19324,1.69E+11,-0.6,1.6,1.2,0.39,0.12,2020.58,9473.160156
06.01.2015 00:00:00.000 GMT+0200,1.19324,1.19687,1.18842,1.1889,1.73E+11,-0.6,1.6,1.2,0.39,0.12,2002.61,9469.660156
07.01.2015 00:00:00.000 GMT+0200,1.1889,1.18966,1.18022,1.1839,1.87E+11,-0.6,1.6,1.2,0.39,0.12,2025.9,9518.179688
08.01.2015 00:00:00.000 GMT+0200,1.18387,1.18475,1.17543,1.17919,1.49E+11,-0.6,1.6,1.2,0.39,0.12,2062.14,9837.610352
09.01.2015 00:00:00.000 GMT+0200,1.17922,1.1846,1.17629,1.18406,1.73E+11,-0.6,1.6,1.2,0.39,0.12,2044.81,9648.5
10.01.2015 00:00:00.000 GMT+0200,1.18406,1.18406,1.18406,1.18406,0,-0.6,1.6,1.2,0.39,0.12,2044.81,9648.5
11.01.2015 00:00:00.000 GMT+0200,1.18406,1.18406,1.18406,1.18406,0,-0.6,1.6,1.2,0.39,0.12,2044.81,9648.5
12.01.2015 00:00:00.000 GMT+0200,1.18452,1.18708,1.17861,1.18335,1.65E+11,-0.6,1.6,1.2,0.39,0.12,2028.26,9781.900391
13.01.2015 00:00:00.000 GMT+0200,1.18335,1.18596,1.17531,1.17727,1.90E+11,-0.6,1.6,1.2,0.39,0.12,2023.03,9941
14.01.2015 00:00:00.000 GMT+0200,1.17725,1.18464,1.17273,1.1789,2.14E+11,-0.6,1.6,1.2,0.39,0.12,2011.27,9817.080078
15.01.2015 00:00:00.000 GMT+0200,1.17887,1.17925,1.15675,1.16301,2.82E+11,-0.6,1.6,1.2,0.39,0.12,1992.67,10032.61035
16.01.2015 00:00:00.000 GMT+0200,1.16309,1.16487,1.146,1.15626,2.52E+11,-0.6,1.6,1.2,0.39,0.13,2019.42,10167.76953
17.01.2015 00:00:00.000 GMT+0200,1.15626,1.15626,1.15626,1.15626,0,-0.6,1.6,1.2,0.39,0.13,2019.42,10167.76953
18.01.2015 00:00:00.000 GMT+0200,1.15626,1.15626,1.15626,1.15626,0,-0.6,1.6,1.2,0.39,0.13,2019.42,10167.76953
19.01.2015 00:00:00.000 GMT+0200,1.15515,1.16388,1.15514,1.16069,1.42E+11,-0.6,1.6,1.2,0.39,0.13,2019.42,10242.34961
20.01.2015 00:00:00.000 GMT+0200,1.16048,1.1615,1.15405,1.15483,1.53E+11,-0.6,1.6,1.2,0.39,0.12,2022.55,10257.12988
21.01.2015 00:00:00.000 GMT+0200,1.15484,1.16799,1.15412,1.16097,1.76E+11,-0.6,1.6,1.2,0.39,0.12,2032.12,10299.23047
22.01.2015 00:00:00.000 GMT+0200,1.16097,1.16505,1.1316,1.13649,2.07E+11,-0.6,1.6,1.2,0.39,0.12,2063.15,10435.62012
23.01.2015 00:00:00.000 GMT+0200,1.13653,1.1374,1.11146,1.1202,2.36E+11,-0.6,1.6,1.2,0.39,0.12,2051.82,10649.58008
24.01.2015 00:00:00.000 GMT+0200,1.1202,1.1202,1.1202,1.1202,0,-0.6,1.6,1.2,0.39,0.12,2051.82,10649.58008
25.01.2015 00:00:00.000 GMT+0200,1.1202,1.1202,1.1202,1.1202,0,-0.6,1.6,1.2,0.39,0.12,2051.82,10649.58008
26.01.2015 00:00:00.000 GMT+0200,1.11521,1.12954,1.10979,1.12387,1.86E+11,-0.6,1.6,1.2,0.39,0.12,2057.09,10798.33008
27.01.2015 00:00:00.000 GMT+0200,1.12384,1.14225,1.12237,1.13804,1.80E+11,-0.6,1.6,1.2,0.39,0.11,2029.55,10628.58008
28.01.2015 00:00:00.000 GMT+0200,1.13807,1.13828,1.1276,1.12865,1.75E+11,-0.6,1.6,1.2,0.39,0.12,2002.16,10710.96973
29.01.2015 00:00:00.000 GMT+0200,1.12866,1.13678,1.12619,1.13195,1.72E+11,-0.6,1.6,1.2,0.39,0.11,2021.25,10737.87012
30.01.2015 00:00:00.000 GMT+0200,1.13196,1.13635,1.12783,1.1285,1.74E+11,-0.6,1.6,1.2,0.39,0.06,1994.99,10694.32031
31.01.2015 00:00:00.000 GMT+0200,1.1285,1.1285,1.1285,1.1285,0,-0.6,1.6,1.2,0.39,0.06,1994.99,10694.32031
01.02.2015 00:00:00.000 GMT+0200,1.1285,1.1285,1.1285,1.1285,0,-0.3,1.7,1.17,0.3,0.06,1994.99,10694.32031
02.02.2015 00:00:00.000 GMT+0200,1.13112,1.13621,1.12922,1.13412,1.52E+11,-0.3,1.7,1.17,0.3,0.12,2020.85,10828.00977
03.02.2015 00:00:00.000 GMT+0200,1.13412,1.15338,1.13124,1.14794,1.91E+11,-0.3,1.7,1.17,0.3,0.12,2050.03,10890.9502
04.02.2015 00:00:00.000 GMT+0200,1.14797,1.14848,1.13156,1.13428,1.67E+11,-0.3,1.7,1.17,0.3,0.11,2041.51,10911.32031
05.02.2015 00:00:00.000 GMT+0200,1.13428,1.14988,1.13039,1.14769,1.65E+11,-0.3,1.7,1.17,0.3,0.12,2062.52,10905.41016
06.02.2015 00:00:00.000 GMT+0200,1.14769,1.14854,1.13119,1.13128,1.44E+11,-0.3,1.7,1.17,0.3,0.11,2055.47,10846.38965
07.02.2015 00:00:00.000 GMT+0200,1.13128,1.13128,1.13128,1.13128,0,-0.3,1.7,1.17,0.3,0.11,2055.47,10846.38965
08.02.2015 00:00:00.000 GMT+0200,1.13128,1.13128,1.13128,1.13128,0,-0.3,1.7,1.17,0.3,0.11,2055.47,10846.38965
09.02.2015 00:00:00.000 GMT+0200,1.12957,1.13595,1.12703,1.13233,1.48E+11,-0.3,1.7,1.17,0.3,0.12,2046.74,10663.50977
10.02.2015 00:00:00.000 GMT+0200,1.13236,1.13454,1.12729,1.13203,1.52E+11,-0.3,1.7,1.17,0.3,0.12,2068.59,10753.83008
11.02.2015 00:00:00.000 GMT+0200,1.13201,1.13471,1.128,1.1335,1.42E+11,-0.3,1.7,1.17,0.3,0.12,2068.53,10752.11035
12.02.2015 00:00:00.000 GMT+0200,1.1335,1.14228,1.13023,1.14027,1.78E+11,-0.3,1.7,1.17,0.3,0.12,2088.48,10919.65039
13.02.2015 00:00:00.000 GMT+0200,1.14031,1.14427,1.138,1.13877,1.48E+11,-0.3,1.7,1.17,0.3,0.12,2096.99,10963.40039
14.02.2015 00:00:00.000 GMT+0200,1.13877,1.13877,1.13877,1.13877,0,-0.3,1.7,1.17,0.3,0.12,2096.99,10963.40039
15.02.2015 00:00:00.000 GMT+0200,1.13877,1.13877,1.13877,1.13877,0,-0.3,1.7,1.17,0.3,0.12,2096.99,10963.40039
16.02.2015 00:00:00.000 GMT+0200,1.1399,1.1429,1.13193,1.13533,1.03E+11,-0.3,1.7,1.17,0.3,0.12,2096.99,10923.23047
17.02.2015 00:00:00.000 GMT+0200,1.13553,1.14489,1.13218,1.14111,1.51E+11,-0.3,1.7,1.17,0.3,0.12,2100.34,10895.62012
18.02.2015 00:00:00.000 GMT+0200,1.14111,1.14156,1.13339,1.13967,1.54E+11,-0.3,1.7,1.17,0.3,0.12,2099.68,10961
19.02.2015 00:00:00.000 GMT+0200,1.13968,1.145,1.13552,1.13681,1.38E+11,-0.3,1.7,1.17,0.3,0.12,2097.45,11001.94043
20.02.2015 00:00:00.000 GMT+0200,1.13679,1.14297,1.1279,1.13773,1.80E+11,-0.3,1.7,1.17,0.3,0.12,2110.3,11050.63965
21.02.2015 00:00:00.000 GMT+0200,1.13773,1.13773,1.13773,1.13773,0,-0.3,1.7,1.17,0.3,0.12,2110.3,11050.63965
22.02.2015 00:00:00.000 GMT+0200,1.13773,1.13773,1.13773,1.13773,0,-0.3,1.7,1.17,0.3,0.12,2110.3,11050.63965
23.02.2015 00:00:00.000 GMT+0200,1.13911,1.13961,1.12951,1.1334,1.22E+11,-0.3,1.7,1.17,0.3,0.11,2109.66,11130.91992
24.02.2015 00:00:00.000 GMT+0200,1.13342,1.13581,1.12883,1.13393,1.55E+11,-0.3,1.7,1.17,0.3,0.11,2115.48,11205.74023
25.02.2015 00:00:00.000 GMT+0200,1.134,1.13886,1.13358,1.13604,1.51E+11,-0.3,1.7,1.17,0.3,0.11,2113.86,11210.26953
26.02.2015 00:00:00.000 GMT+0200,1.13599,1.13796,1.11836,1.11974,1.65E+11,-0.3,1.7,1.17,0.3,0.11,2110.74,11327.19043
27.02.2015 00:00:00.000 GMT+0200,1.11977,1.12451,1.11756,1.1197,1.73E+11,-0.3,1.7,1.17,0.3,0.06,2104.5,11401.66016
28.02.2015 00:00:00.000 GMT+0200,1.1197,1.1197,1.1197,1.1197,0,-0.3,1.7,1.17,0.3,0.06,2104.5,11401.66016
01.03.2015 00:00:00.000 GMT+0200,1.1197,1.1197,1.11933,1.11933,0,-0.1,1.8,1.1,0.23,0.06,2104.5,11401.66016
02.03.2015 00:00:00.000 GMT+0200,1.11808,1.12405,1.11601,1.11828,1.31E+11,-0.1,1.8,1.1,0.23,0.12,2117.39,11410.36035
03.03.2015 00:00:00.000 GMT+0200,1.11828,1.12175,1.11546,1.11755,1.44E+11,-0.1,1.8,1.1,0.23,0.12,2107.78,11280.36035
04.03.2015 00:00:00.000 GMT+0200,1.11755,1.11856,1.10616,1.10774,1.54E+11,-0.1,1.8,1.1,0.23,0.11,2098.53,11390.37988
05.03.2015 00:00:00.000 GMT+0200,1.10774,1.11142,1.09874,1.10293,1.71E+11,-0.1,1.8,1.1,0.23,0.11,2101.04,11504.00977
06.03.2015 00:00:00.000 GMT+0200,1.10293,1.10327,1.0839,1.0844,1.68E+11,-0.1,1.8,1.1,0.23,0.12,2071.26,11550.96973
07.03.2015 00:00:00.000 GMT+0200,1.0844,1.0844,1.0844,1.0844,0,-0.1,1.8,1.1,0.23,0.12,2071.26,11550.96973
08.03.2015 00:00:00.000 GMT+0200,1.0844,1.0844,1.0844,1.0844,0,-0.1,1.8,1.1,0.23,0.12,2071.26,11550.96973
08.03.2015 23:00:00.000 GMT+0200,1.08302,1.09065,1.08228,1.08512,1.45E+11,-0.1,1.8,1.1,0.23,0.12,2079.43,11582.11035
09.03.2015 23:00:00.000 GMT+0200,1.08513,1.08553,1.06926,1.06974,2.24E+11,-0.1,1.8,1.1,0.23,0.12,2044.16,11500.37988
10.03.2015 23:00:00.000 GMT+0200,1.06968,1.0717,1.05112,1.05466,2.66E+11,-0.1,1.8,1.1,0.23,0.11,2040.24,11805.99023
11.03.2015 23:00:00.000 GMT+0200,1.05462,1.06837,1.0494,1.06338,2.36E+11,-0.1,1.8,1.1,0.23,0.11,2065.95,11799.38965
12.03.2015 23:00:00.000 GMT+0200,1.0634,1.06347,1.04624,1.04943,2.12E+11,-0.1,1.8,1.1,0.23,0.11,2053.4,11901.61035
13.03.2015 23:00:00.000 GMT+0200,1.04943,1.04943,1.04943,1.04943,0,-0.1,1.8,1.1,0.23,0.11,2053.4,11901.61035
14.03.2015 23:00:00.000 GMT+0200,1.04943,1.04943,1.04943,1.04943,0,-0.1,1.8,1.1,0.23,0.11,2053.4,11901.61035
15.03.2015 23:00:00.000 GMT+0200,1.04701,1.06193,1.04697,1.05667,1.68E+11,-0.1,1.8,1.1,0.23,0.12,2081.19,12167.71973
16.03.2015 23:00:00.000 GMT+0200,1.05665,1.06507,1.05514,1.05972,1.59E+11,-0.1,1.8,1.1,0.23,0.12,2074.28,11980.84961
17.03.2015 23:00:00.000 GMT+0200,1.0597,1.10351,1.05799,1.08617,2.06E+11,-0.1,1.8,1.1,0.23,0.11,2099.5,11922.76953
18.03.2015 23:00:00.000 GMT+0200,1.08627,1.09193,1.06128,1.06585,2.55E+11,-0.1,1.8,1.1,0.23,0.12,2089.27,11899.40039
19.03.2015 23:00:00.000 GMT+0200,1.06585,1.08816,1.06493,1.0816,1.94E+11,-0.1,1.8,1.1,0.23,0.12,2108.1,12039.37012
20.03.2015 23:00:00.000 GMT+0200,1.0816,1.0816,1.0816,1.0816,0,-0.1,1.8,1.1,0.23,0.12,2108.1,12039.37012
21.03.2015 23:00:00.000 GMT+0200,1.0816,1.0816,1.0816,1.0816,0,-0.1,1.8,1.1,0.23,0.12,2108.1,12039.37012
22.03.2015 23:00:00.000 GMT+0200,1.08404,1.09713,1.07673,1.09456,2.61E+11,-0.1,1.8,1.1,0.23,0.12,2104.42,11895.83984
23.03.2015 23:00:00.000 GMT+0200,1.09447,1.10292,1.08904,1.09235,2.24E+11,-0.1,1.8,1.1,0.23,0.11,2091.5,12005.69043
24.03.2015 23:00:00.000 GMT+0200,1.09233,1.10144,1.09007,1.09698,1.96E+11,-0.1,1.8,1.1,0.23,0.12,2061.05,11865.32031
25.03.2015 23:00:00.000 GMT+0200,1.09691,1.10522,1.08564,1.08837,2.54E+11,-0.1,1.8,1.1,0.23,0.11,2056.15,11843.67969
26.03.2015 23:00:00.000 GMT+0200,1.08837,1.09485,1.08011,1.08874,2.34E+11,-0.1,1.8,1.1,0.23,0.12,2061.02,11868.33008
27.03.2015 23:00:00.000 GMT+0200,1.08874,1.08874,1.08874,1.08874,0,-0.1,1.8,1.1,0.23,0.12,2061.02,11868.33008
28.03.2015 23:00:00.000 GMT+0200,1.08874,1.08874,1.08874,1.08874,0,-0.1,1.8,1.1,0.23,0.12,2061.02,11868.33008
30.03.2015 00:00:00.000 GMT+0300,1.08861,1.0895,1.08098,1.08327,1.82E+11,-0.1,1.8,1.1,0.23,0.12,2086.24,12086.00977
31.03.2015 00:00:00.000 GMT+0300,1.08328,1.08455,1.0713,1.07308,2.05E+11,-0.1,1.8,1.1,0.23,0.06,2067.89,11966.16992
01.04.2015 00:00:00.000 GMT+0300,1.07308,1.07999,1.07184,1.07624,1.92E+11,0.2,1.8,1.09,0.12,0.12,2059.69,12001.37988
02.04.2015 00:00:00.000 GMT+0300,1.07624,1.0905,1.07502,1.08795,1.91E+11,0.2,1.8,1.09,0.12,0.12,2066.96,11967.38965
03.04.2015 00:00:00.000 GMT+0300,1.08795,1.1027,1.08638,1.09713,1.01E+11,0.2,1.8,1.09,0.12,0.12,2066.96,11967.38965
04.04.2015 00:00:00.000 GMT+0300,1.09713,1.09713,1.09713,1.09713,0,0.2,1.8,1.09,0.12,0.12,2066.96,11967.38965
05.04.2015 00:00:00.000 GMT+0300,1.09713,1.09713,1.09713,1.09713,0,0.2,1.8,1.09,0.12,0.12,2066.96,11967.38965
06.04.2015 00:00:00.000 GMT+0300,1.10004,1.10356,1.091,1.09217,1.12E+11,0.2,1.8,1.09,0.12,0.13,2080.62,11967.38965
07.04.2015 00:00:00.000 GMT+0300,1.09216,1.09547,1.08032,1.08141,1.88E+11,0.2,1.8,1.09,0.12,0.12,2076.33,12123.51953
08.04.2015 00:00:00.000 GMT+0300,1.08143,1.08873,1.07629,1.07805,2.16E+11,0.2,1.8,1.09,0.12,0.12,2081.9,12035.86035
