Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,PE10
1898-10-01,5.15,0.2,0.34,6.66,3.16,193.19,7.38,12.88,19.95
1898-11-01,5.32,0.2,0.35,6.66,3.14,199.56,7.44,13.01,20.53
1898-12-01,5.65,0.2,0.35,6.76,3.12,208.96,7.4,12.94,21.4
1899-01-01,6.08,0.2,0.36,6.76,3.1,224.86,7.43,13.34,22.93
1899-02-01,6.31,0.2,0.37,6.95,3.1,226.97,7.26,13.37,23.05
1899-03-01,6.4,0.2,0.38,6.95,3.11,230.21,7.28,13.76,23.28
1899-04-01,6.48,0.2,0.39,7.04,3.11,229.94,7.21,13.96,23.15
1899-05-01,6.21,0.2,0.4,7.04,3.12,220.36,7.25,14.34,22.09
1899-06-01,6.07,0.2,0.41,7.14,3.12,212.52,7.18,14.53,21.21
1899-07-01,6.28,0.21,0.43,7.23,3.13,216.98,7.11,14.71,21.56
1899-08-01,6.44,0.21,0.44,7.33,3.13,219.61,7.05,14.89,21.73
1899-09-01,6.37,0.21,0.45,7.61,3.13,209.08,6.81,14.69,20.59
1899-10-01,6.34,0.21,0.46,7.71,3.14,205.53,6.75,14.86,20.15
1899-11-01,6.46,0.21,0.47,7.8,3.14,206.86,6.7,15.02,20.2
1899-12-01,6.02,0.21,0.48,7.9,3.15,190.45,6.64,15.19,18.51
01/01/1900,6.1,0.22,0.48,7.9,3.15,192.98,6.88,15.19,18.67
01/02/1900,6.21,0.23,0.48,7.99,3.15,194.12,7.03,15,18.7
01/03/1900,6.26,0.23,0.48,7.99,3.14,195.69,7.27,15,18.78
01/04/1900,6.34,0.24,0.48,7.99,3.14,198.19,7.5,15,18.94
01/05/1900,6.04,0.25,0.48,7.8,3.13,193.41,7.93,15.37,18.4
01/06/1900,5.86,0.26,0.48,7.71,3.13,189.97,8.27,15.56,17.99
01/07/1900,5.86,0.26,0.48,7.8,3.13,187.65,8.41,15.37,17.69
01/08/1900,5.94,0.27,0.48,7.71,3.12,192.56,8.75,15.56,18.07
01/09/1900,5.8,0.28,0.48,7.8,3.12,185.73,8.89,15.37,17.34
01/10/1900,6.01,0.28,0.48,7.71,3.11,194.83,9.24,15.56,18.1
01/11/1900,6.48,0.29,0.48,7.71,3.11,210.07,9.48,15.56,19.42
01/12/1900,6.87,0.3,0.48,7.61,3.1,225.49,9.85,15.75,20.74
01/01/1901,7.07,0.3,0.48,7.71,3.1,229.19,9.78,15.62,20.98
01/02/1901,7.25,0.3,0.48,7.61,3.11,237.97,9.96,15.86,21.68
01/03/1901,7.51,0.3,0.48,7.61,3.11,246.5,10.01,15.92,22.35
01/04/1901,8.14,0.31,0.49,7.52,3.12,270.56,10.19,16.18,24.41
01/05/1901,7.73,0.31,0.49,7.52,3.13,256.93,10.25,16.23,23.06
01/06/1901,8.5,0.31,0.49,7.52,3.13,282.53,10.3,16.29,25.24
01/07/1901,7.93,0.31,0.49,7.61,3.14,260.28,10.23,16.14,23.14
01/08/1901,8.04,0.31,0.49,7.71,3.15,260.64,10.16,15.99,23.08
01/09/1901,8,0.32,0.49,7.8,3.15,256.18,10.09,15.85,22.59
01/10/1901,7.91,0.32,0.5,7.8,3.16,253.3,10.14,15.91,22.25
01/11/1901,8.08,0.32,0.5,7.9,3.17,255.62,10.07,15.76,22.38
01/12/1901,7.95,0.32,0.5,7.99,3.17,248.52,10,15.63,21.68
01/01/1902,8.12,0.32,0.51,7.9,3.18,256.89,10.15,16.16,22.34
01/02/1902,8.19,0.32,0.52,7.9,3.19,259.1,10.18,16.5,22.46
01/03/1902,8.2,0.32,0.53,7.9,3.2,259.42,10.2,16.85,22.41
01/04/1902,8.48,0.32,0.54,7.99,3.21,265.08,10.11,16.98,22.82
01/05/1902,8.46,0.32,0.55,8.09,3.22,261.35,10.02,17.12,22.43
01/06/1902,8.41,0.33,0.56,8.18,3.23,256.78,9.92,17.25,21.96
01/07/1902,8.6,0.33,0.58,8.18,3.24,262.58,9.95,17.58,22.39
01/08/1902,8.83,0.33,0.59,8.09,3.25,272.78,10.09,18.12,23.17
01/09/1902,8.85,0.33,0.6,8.18,3.26,270.22,10,18.24,22.86
01/10/1902,8.57,0.33,0.61,8.75,3.27,244.6,9.37,17.36,20.6
01/11/1902,8.24,0.33,0.62,8.47,3.28,243.11,9.71,18.27,20.41
01/12/1902,8.05,0.33,0.63,8.56,3.29,234.87,9.63,18.38,19.63
01/01/1903,8.46,0.33,0.62,8.66,3.3,244.11,9.57,17.94,20.32
01/02/1903,8.41,0.33,0.61,8.66,3.31,242.67,9.62,17.7,20.11
01/03/1903,8.08,0.34,0.6,8.37,3.32,241.1,10,18.05,19.88
01/04/1903,7.75,0.34,0.6,8.37,3.33,231.25,10.05,17.8,18.98
01/05/1903,7.6,0.34,0.59,8.18,3.33,232.05,10.33,17.96,18.95
01/06/1903,7.18,0.34,0.58,8.18,3.34,219.23,10.38,17.71,17.82
01/07/1903,6.85,0.34,0.57,8.18,3.35,209.15,10.43,17.46,16.92
01/08/1903,6.63,0.34,0.56,8.18,3.36,202.43,10.48,17.2,16.3
01/09/1903,6.47,0.34,0.56,8.28,3.37,195.28,10.41,16.75,15.65
01/10/1903,6.26,0.35,0.55,8.18,3.37,191.14,10.59,16.69,15.25
01/11/1903,6.28,0.35,0.54,8.09,3.38,194,10.76,16.63,15.41
01/12/1903,6.57,0.35,0.53,8.09,3.39,202.96,10.81,16.37,16.04
01/01/1904,6.68,0.35,0.53,8.28,3.4,201.61,10.46,15.9,15.86
01/02/1904,6.5,0.34,0.52,8.47,3.41,191.77,10.13,15.44,15.02
01/03/1904,6.48,0.34,0.52,8.37,3.41,193.36,10.15,15.52,15.08
01/04/1904,6.64,0.34,0.52,8.28,3.42,200.41,10.16,15.59,15.57
01/05/1904,6.5,0.33,0.51,8.09,3.43,200.8,10.3,15.86,15.53
01/06/1904,6.51,0.33,0.51,8.09,3.43,201.11,10.19,15.75,15.47
01/07/1904,6.78,0.33,0.51,8.09,3.44,209.45,10.09,15.65,16.04
01/08/1904,7.01,0.32,0.5,8.18,3.45,214.04,9.87,15.37,16.3
01/09/1904,7.32,0.32,0.5,8.28,3.45,220.93,9.66,15.09,16.74
01/10/1904,7.75,0.32,0.5,8.28,3.46,233.91,9.56,14.99,17.63
01/11/1904,8.17,0.31,0.49,8.47,3.47,241.05,9.24,14.55,18.08
01/12/1904,8.25,0.31,0.49,8.47,3.47,243.41,9.15,14.46,18.16
01/01/1905,8.43,0.31,0.51,8.47,3.48,248.72,9.2,14.9,18.46
01/02/1905,8.8,0.31,0.52,8.47,3.48,259.63,9.24,15.34,19.17
01/03/1905,9.05,0.32,0.54,8.37,3.47,270.04,9.4,15.96,19.83
01/04/1905,8.94,0.32,0.55,8.37,3.47,266.76,9.45,16.41,19.48
01/05/1905,8.5,0.32,0.56,8.28,3.46,256.55,9.61,17.05,18.63
01/06/1905,8.6,0.32,0.58,8.28,3.46,259.56,9.66,17.51,18.74
01/07/1905,8.87,0.32,0.59,8.28,3.46,267.71,9.71,17.96,19.21
01/08/1905,9.2,0.32,0.61,8.37,3.45,274.52,9.65,18.2,19.57
01/09/1905,9.23,0.33,0.63,8.28,3.45,278.58,9.81,18.86,19.74
01/10/1905,9.36,0.33,0.64,8.28,3.44,282.5,9.86,19.32,19.9
01/11/1905,9.31,0.33,0.66,8.37,3.44,277.8,9.8,19.54,19.44
01/12/1905,9.54,0.33,0.67,8.47,3.43,281.47,9.74,19.77,19.58
01/01/1906,9.87,0.34,0.68,8.47,3.43,291.2,9.91,19.99,20.13
01/02/1906,9.8,0.34,0.69,8.47,3.45,289.14,10.08,20.21,19.87
01/03/1906,9.56,0.35,0.69,8.47,3.47,282.06,10.25,20.43,19.26
01/04/1906,9.43,0.35,0.7,8.47,3.49,278.22,10.42,20.65,18.88
01/05/1906,9.18,0.36,0.71,8.56,3.51,267.83,10.48,20.64,18.05
01/06/1906,9.3,0.36,0.71,8.56,3.53,271.34,10.65,20.86,18.17
01/07/1906,9.06,0.37,0.72,8.28,3.55,273.45,11.19,21.81,18.2
01/08/1906,9.73,0.38,0.73,8.47,3.57,287.07,11.11,21.54,18.97
01/09/1906,10.03,0.38,0.74,8.56,3.59,292.63,11.16,21.52,19.2
01/10/1906,9.73,0.39,0.74,8.75,3.61,277.71,11.08,21.26,18.1
01/11/1906,9.93,0.39,0.75,8.85,3.63,280.37,11.13,21.25,18.14
01/12/1906,9.84,0.4,0.76,8.94,3.65,274.87,11.17,21.23,17.66
01/01/1907,9.56,0.4,0.75,8.85,3.67,269.92,11.39,21.22,17.22
01/02/1907,9.26,0.41,0.74,9.04,3.69,255.95,11.24,20.54,16.22
01/03/1907,8.35,0.41,0.73,8.94,3.7,233.25,11.45,20.53,14.69
01/04/1907,8.39,0.41,0.73,8.94,3.72,234.37,11.55,20.3,14.67
01/05/1907,8.1,0.42,0.72,9.13,3.74,221.55,11.4,19.65,13.79
01/06/1907,7.84,0.42,0.71,9.23,3.75,212.23,11.37,19.22,13.14
01/07/1907,8.14,0.42,0.7,9.23,3.77,220.35,11.46,19,13.59
01/08/1907,7.53,0.43,0.69,9.23,3.79,203.84,11.55,18.77,12.51
01/09/1907,7.45,0.43,0.69,9.23,3.8,201.67,11.64,18.54,12.33
01/10/1907,6.64,0.43,0.68,9.32,3.82,177.91,11.61,18.13,10.83
01/11/1907,6.25,0.44,0.67,8.94,3.84,174.59,12.2,18.67,10.59
01/12/1907,6.57,0.44,0.66,8.75,3.85,187.52,12.56,18.84,11.33
01/01/1908,6.85,0.44,0.65,8.66,3.87,197.66,12.6,18.85,11.9
01/02/1908,6.6,0.43,0.65,8.56,3.86,192.56,12.64,18.87,11.55
01/03/1908,6.87,0.43,0.64,8.56,3.85,200.44,12.55,18.67,11.98
01/04/1908,7.24,0.43,0.63,8.66,3.84,208.91,12.31,18.27,12.45
01/05/1908,7.63,0.42,0.63,8.66,3.83,220.16,12.21,18.08,13.08
01/06/1908,7.64,0.42,0.62,8.66,3.82,220.45,12.12,17.89,13.05
01/07/1908,7.92,0.42,0.61,8.75,3.81,226.05,11.89,17.5,13.35
01/08/1908,8.26,0.41,0.61,8.75,3.81,235.75,11.8,17.32,13.88
01/09/1908,8.17,0.41,0.6,8.75,3.8,233.18,11.7,17.12,13.7
01/10/1908,8.27,0.41,0.59,8.85,3.79,233.5,11.48,16.75,13.69
01/11/1908,8.83,0.4,0.59,8.94,3.78,246.66,11.27,16.39,14.44
01/12/1908,9.03,0.4,0.58,9.04,3.77,249.59,11.06,16.03,14.58
01/01/1909,9.06,0.4,0.59,8.94,3.76,253.08,11.27,16.62,14.76
01/02/1909,8.8,0.41,0.61,9.04,3.77,243.23,11.24,16.86,14.17
01/03/1909,8.92,0.41,0.63,9.04,3.78,246.55,11.33,17.28,14.34
01/04/1909,9.32,0.41,0.64,9.23,3.8,252.3,11.19,17.33,14.65
01/05/1909,9.63,0.42,0.66,9.32,3.81,258.03,11.17,17.55,14.95
01/06/1909,9.8,0.42,0.67,9.42,3.82,259.93,11.14,17.77,15.04
01/07/1909,9.94,0.42,0.69,9.42,3.83,263.64,11.23,18.17,15.23
01/08/1909,10.18,0.43,0.7,9.51,3.85,267.31,11.2,18.38,15.42
01/09/1909,10.19,0.43,0.71,9.61,3.86,264.92,11.18,18.59,15.25
01/10/1909,10.23,0.43,0.73,9.8,3.87,260.8,11.05,18.61,14.99
01/11/1909,10.18,0.44,0.74,9.9,3.88,257.03,11.03,18.81,14.75
01/12/1909,10.3,0.44,0.76,9.99,3.9,257.58,11,19.01,14.75
01/01/1910,10.08,0.44,0.76,9.9,3.91,254.5,11.17,19.13,14.55
01/02/1910,9.72,0.45,0.76,9.9,3.92,245.41,11.24,19.06,14
01/03/1910,9.96,0.45,0.75,10.09,3.92,246.73,11.09,18.64,14.05
01/04/1910,9.72,0.45,0.75,10.18,3.93,238.53,11.04,18.41,13.56
01/05/1910,9.56,0.45,0.75,9.99,3.93,239.07,11.32,18.69,13.57
01/06/1910,9.1,0.46,0.74,9.9,3.94,229.76,11.49,18.81,13.02
01/07/1910,8.64,0.46,0.74,9.9,3.95,218.14,11.55,18.75,12.34
01/08/1910,8.85,0.46,0.74,9.8,3.95,225.62,11.73,18.87,12.75
01/09/1910,8.91,0.46,0.74,9.7,3.96,229.37,11.91,18.99,12.94
01/10/1910,9.32,0.47,0.73,9.42,3.96,247.2,12.33,19.49,13.92
01/11/1910,9.31,0.47,0.73,9.23,3.97,252.03,12.66,19.83,14.16
01/12/1910,9.05,0.47,0.73,9.23,3.97,244.99,12.72,19.76,13.74
01/01/1911,9.27,0.47,0.72,9.23,3.98,250.94,12.72,19.44,14.05
01/02/1911,9.43,0.47,0.71,8.94,3.98,263.42,13.13,19.74,14.72
01/03/1911,9.32,0.47,0.69,9.04,3.98,257.61,12.99,19.21,14.37
01/04/1911,9.28,0.47,0.68,8.75,3.99,264.86,13.41,19.5,14.75
01/05/1911,9.48,0.47,0.67,8.75,3.99,270.57,13.41,19.17,15.05
01/06/1911,9.67,0.47,0.66,8.75,3.99,276,13.41,18.84,15.33
01/07/1911,9.63,0.47,0.65,8.85,4,271.9,13.27,18.3,15.08
01/08/1911,9.17,0.47,0.64,9.13,4,250.82,12.86,17.42,13.9
01/09/1911,8.67,0.47,0.63,9.23,4,234.7,12.72,16.92,13
01/10/1911,8.72,0.47,0.61,9.23,4,236.05,12.72,16.6,13.07
01/11/1911,9.07,0.47,0.6,9.13,4,248.08,12.86,16.46,13.73
01/12/1911,9.11,0.47,0.59,9.04,4.01,251.8,12.99,16.31,13.93
01/01/1912,9.12,0.47,0.6,9.13,4.01,249.45,12.88,16.39,13.79
01/02/1912,9.04,0.47,0.61,9.23,4.05,244.72,12.77,16.47,13.53
01/03/1912,9.3,0.47,0.62,9.42,4.08,246.67,12.53,16.38,13.64
01/04/1912,9.59,0.47,0.63,9.7,4.12,246.88,12.18,16.13,13.65
01/05/1912,9.58,0.47,0.64,9.7,4.16,246.62,12.21,16.37,13.65
01/06/1912,9.58,0.47,0.65,9.61,4.19,249.06,12.35,16.77,13.79
01/07/1912,9.59,0.48,0.65,9.61,4.23,249.32,12.37,17.01,13.8
01/08/1912,9.81,0.48,0.66,9.7,4.27,252.54,12.27,17.08,13.98
01/09/1912,9.86,0.48,0.67,9.8,4.3,251.37,12.17,17.14,13.93
01/10/1912,9.84,0.48,0.68,9.8,4.34,250.86,12.19,17.38,13.91
01/11/1912,9.73,0.48,0.69,9.8,4.38,248.05,12.22,17.61,13.75
01/12/1912,9.38,0.48,0.7,9.7,4.41,241.47,12.36,18.02,13.39
01/01/1913,9.3,0.48,0.69,9.8,4.45,237.09,12.24,17.7,13.15
01/02/1913,8.97,0.48,0.69,9.8,4.43,228.68,12.24,17.55,12.68
01/03/1913,8.8,0.48,0.68,9.8,4.4,224.34,12.24,17.4,12.44
01/04/1913,8.79,0.48,0.68,9.8,4.38,224.09,12.24,17.25,12.43
01/05/1913,8.55,0.48,0.67,9.7,4.35,220.22,12.36,17.28,12.22
01/06/1913,8.12,0.48,0.67,9.8,4.33,207.01,12.24,16.95,11.49
01/07/1913,8.23,0.48,0.66,9.9,4.3,207.69,12.11,16.64,11.53
01/08/1913,8.45,0.48,0.65,9.9,4.28,213.24,12.11,16.49,11.85
01/09/1913,8.53,0.48,0.65,10,4.26,213.11,11.99,16.18,11.84
01/10/1913,8.26,0.48,0.64,10,4.23,206.36,11.99,16.03,11.47
01/11/1913,8.05,0.48,0.64,10.1,4.21,199.13,11.87,15.73,11.07
01/12/1913,8.04,0.48,0.63,10,4.18,200.87,11.99,15.74,11.17
01/01/1914,8.37,0.47,0.62,10,4.16,209.11,11.87,15.51,11.64
01/02/1914,8.48,0.47,0.61,9.9,4.17,214,11.86,15.44,11.91
01/03/1914,8.32,0.47,0.6,9.9,4.17,209.96,11.73,15.2,11.69
01/04/1914,8.12,0.46,0.59,9.8,4.18,207.01,11.73,15.13,11.52
01/05/1914,8.17,0.46,0.58,9.9,4.19,206.18,11.48,14.74,11.48
01/06/1914,8.13,0.45,0.57,9.9,4.19,205.17,11.36,14.51,11.43
01/07/1914,7.68,0.45,0.57,10,4.2,191.87,11.12,14.14,10.69
01/08/1914,7.68,0.44,0.56,10.2,4.21,188.11,10.78,13.64,10.49
01/09/1914,7.68,0.43,0.55,10.2,4.21,188.11,10.65,13.41,10.5
01/10/1914,7.68,0.43,0.54,10.1,4.22,189.97,10.64,13.32,10.61
01/11/1914,7.68,0.42,0.53,10.2,4.23,188.11,10.41,12.96,10.52
01/12/1914,7.35,0.42,0.52,10.1,4.23,181.81,10.39,12.86,10.17
01/01/1915,7.48,0.42,0.55,10.1,4.24,185.03,10.41,13.6,10.36
01/02/1915,7.38,0.42,0.58,10,4.22,184.38,10.54,14.49,10.33
01/03/1915,7.57,0.42,0.61,9.9,4.21,191.04,10.66,15.39,10.71
01/04/1915,8.14,0.42,0.64,10,4.19,203.37,10.58,15.99,11.4
01/05/1915,7.95,0.42,0.67,10.1,4.18,196.65,10.49,16.57,11.03
01/06/1915,8.04,0.42,0.7,10.1,4.16,198.88,10.51,17.32,11.15
01/07/1915,8.01,0.43,0.73,10.1,4.14,198.14,10.53,18.06,11.11
01/08/1915,8.35,0.43,0.76,10.1,4.13,206.55,10.55,18.8,11.58
01/09/1915,8.66,0.43,0.79,10.1,4.11,214.22,10.57,19.54,12.01
01/10/1915,9.14,0.43,0.82,10.2,4.1,223.87,10.49,20.08,12.55
01/11/1915,9.46,0.43,0.85,10.3,4.08,229.46,10.41,20.62,12.86
01/12/1915,9.48,0.43,0.88,10.3,4.07,229.95,10.43,21.35,12.88
01/01/1916,9.33,0.44,0.93,10.4,4.05,224.13,10.59,22.44,12.54
01/02/1916,9.2,0.45,0.99,10.4,4.06,221.01,10.85,23.74,12.35
01/03/1916,9.17,0.46,1.04,10.5,4.08,218.19,11,24.79,12.18
01/04/1916,9.07,0.47,1.1,10.6,4.09,213.77,11.16,25.86,11.91
01/05/1916,9.27,0.48,1.15,10.7,4.11,216.45,11.31,26.87,12.03
01/06/1916,9.36,0.49,1.21,10.8,4.13,216.52,11.45,27.88,12
01/07/1916,9.23,0.51,1.26,10.8,4.14,213.52,11.7,29.12,11.79
01/08/1916,9.3,0.52,1.31,10.9,4.16,213.16,11.84,30.09,11.73
01/09/1916,9.68,0.53,1.37,11.1,4.17,217.87,11.87,30.79,11.94
01/10/1916,9.98,0.54,1.42,11.3,4.19,220.65,11.9,31.44,12.05
01/11/1916,10.21,0.55,1.48,11.5,4.2,221.81,11.93,32.07,12.05
01/12/1916,9.8,0.56,1.53,11.6,4.21,211.07,12.06,32.95,11.41
01/01/1917,9.57,0.57,1.51,11.7,4.23,204.35,12.19,32.22,10.99
01/02/1917,9.03,0.58,1.49,12,4.26,188,12.11,30.98,10.06
01/03/1917,9.31,0.59,1.47,12,4.29,193.83,12.34,30.56,10.33
01/04/1917,9.17,0.6,1.45,12.6,4.32,181.82,11.96,28.69,9.64
01/05/1917,8.86,0.61,1.43,12.8,4.34,172.93,11.99,27.83,9.14
01/06/1917,9.04,0.63,1.41,13,4.37,173.73,12.01,27,9.15
01/07/1917,8.79,0.64,1.38,12.8,4.4,171.57,12.41,27.01,9
01/08/1917,8.53,0.65,1.36,13,4.43,163.93,12.43,26.19,8.57
01/09/1917,8.12,0.66,1.34,13.3,4.46,152.53,12.35,25.23,7.95
01/10/1917,7.68,0.67,1.32,13.5,4.49,142.13,12.37,24.47,7.39
01/11/1917,7.04,0.68,1.3,13.5,4.51,130.28,12.57,24.08,6.75
01/12/1917,6.8,0.69,1.28,13.7,4.54,124.01,12.58,23.34,6.41
01/01/1918,7.21,0.68,1.26,14,4.57,128.67,12.13,22.41,6.64
01/02/1918,7.43,0.67,1.23,14.1,4.56,131.65,11.87,21.83,6.78
01/03/1918,7.28,0.66,1.21,14,4.56,129.91,11.78,21.56,6.69
01/04/1918,7.21,0.65,1.18,14.2,4.55,126.85,11.44,20.81,6.52
01/05/1918,7.44,0.64,1.16,14.5,4.55,128.19,11.03,19.97,6.58
01/06/1918,7.45,0.63,1.14,14.7,4.54,126.62,10.71,19.29,6.5
01/07/1918,7.51,0.62,1.11,15.1,4.54,124.26,10.26,18.38,6.37
01/08/1918,7.58,0.61,1.09,15.4,4.53,122.97,9.9,17.63,6.3
01/09/1918,7.54,0.6,1.06,15.7,4.52,119.98,9.55,16.92,6.15
01/10/1918,7.86,0.59,1.04,16,4.52,122.73,9.21,16.21,6.29
01/11/1918,8.06,0.58,1.01,16.3,4.51,123.54,8.89,15.54,6.33
01/12/1918,7.9,0.57,0.99,16.5,4.51,119.62,8.63,14.99,6.13
01/01/1919,7.85,0.57,0.98,16.5,4.5,118.86,8.58,14.91,6.1
01/02/1919,7.88,0.56,0.98,16.2,4.54,121.52,8.69,15.11,6.24
01/03/1919,8.12,0.56,0.97,16.4,4.58,123.7,8.53,14.85,6.36
01/04/1919,8.39,0.56,0.97,16.7,4.62,125.52,8.33,14.51,6.46
01/05/1919,8.97,0.55,0.96,16.9,4.66,132.6,8.18,14.27,6.83
01/06/1919,9.21,0.55,0.96,16.9,4.7,136.15,8.13,14.19,7.02
01/07/1919,9.51,0.55,0.95,17.4,4.73,136.55,7.85,13.71,7.05
01/08/1919,8.87,0.54,0.95,17.7,4.77,125.2,7.67,13.41,6.48
01/09/1919,9.01,0.54,0.94,17.8,4.81,126.46,7.58,13.26,6.56
01/10/1919,9.47,0.54,0.94,18.1,4.85,130.72,7.41,12.97,6.79
01/11/1919,9.19,0.53,0.94,18.5,4.89,124.11,7.2,12.63,6.47
01/12/1919,8.92,0.53,0.93,18.9,4.93,117.91,7.01,12.29,6.16
01/01/1920,8.83,0.53,0.92,19.3,4.97,114.3,6.84,11.9,5.99
01/02/1920,8.1,0.53,0.91,19.5,4.98,103.78,6.75,11.64,5.46
01/03/1920,8.67,0.53,0.9,19.7,4.99,109.95,6.66,11.38,5.8
01/04/1920,8.6,0.52,0.89,20.3,5,105.84,6.44,10.91,5.6
01/05/1920,8.06,0.52,0.88,20.6,5.01,97.75,6.33,10.62,5.19
01/06/1920,7.92,0.52,0.86,20.9,5.02,94.67,6.22,10.34,5.04
01/07/1920,7.91,0.52,0.85,20.8,5.03,95.01,6.23,10.26,5.08
01/08/1920,7.6,0.52,0.84,20.3,5.04,93.53,6.36,10.38,5.02
01/09/1920,7.87,0.52,0.83,20,5.05,98.31,6.43,10.4,5.3
01/10/1920,7.88,0.51,0.82,19.9,5.06,98.93,6.44,10.32,5.35
01/11/1920,7.48,0.51,0.81,19.8,5.07,94.38,6.46,10.23,5.13
01/12/1920,6.81,0.51,0.8,19.4,5.08,87.7,6.57,10.3,4.78
01/01/1921,7.11,0.51,0.76,19,5.09,93.49,6.65,9.96,5.12
01/02/1921,7.06,0.5,0.71,18.4,5.02,95.86,6.81,9.71,5.27
01/03/1921,6.88,0.5,0.67,18.3,4.96,93.93,6.79,9.18,5.19
01/04/1921,6.91,0.49,0.63,18.1,4.89,95.38,6.81,8.7,5.3
01/05/1921,7.12,0.49,0.59,17.7,4.83,100.5,6.91,8.29,5.61
01/06/1921,6.55,0.48,0.55,17.6,4.76,92.98,6.88,7.74,5.22
01/07/1921,6.53,0.48,0.5,17.7,4.7,92.17,6.79,7.09,5.2
01/08/1921,6.45,0.48,0.46,17.7,4.63,91.04,6.73,6.49,5.16
01/09/1921,6.61,0.47,0.42,17.5,4.56,94.37,6.75,5.96,5.38
01/10/1921,6.7,0.47,0.38,17.5,4.5,95.65,6.69,5.35,5.48
01/11/1921,7.06,0.46,0.33,17.4,4.43,101.37,6.67,4.77,5.84
01/12/1921,7.31,0.46,0.29,17.3,4.37,105.57,6.64,4.19,6.11
01/01/1922,7.3,0.46,0.32,16.9,4.3,107.92,6.86,4.78,6.29
01/02/1922,7.46,0.47,0.36,16.9,4.3,110.28,6.92,5.27,6.46
01/03/1922,7.74,0.47,0.39,16.7,4.31,115.79,7.07,5.83,6.82
01/04/1922,8.21,0.48,0.42,16.7,4.31,122.82,7.13,6.33,7.27
01/05/1922,8.53,0.48,0.46,16.7,4.32,127.61,7.19,6.83,7.59
01/06/1922,8.45,0.48,0.49,16.7,4.33,126.41,7.26,7.33,7.56
01/07/1922,8.51,0.49,0.52,16.8,4.33,126.55,7.27,7.78,7.6
01/08/1922,8.83,0.49,0.56,16.6,4.33,132.89,7.42,8.38,8.02
01/09/1922,9.06,0.5,0.59,16.6,4.34,136.36,7.49,8.88,8.27
01/10/1922,9.26,0.5,0.62,16.7,4.34,138.53,7.51,9.32,8.43
01/11/1922,8.8,0.51,0.66,16.8,4.35,130.87,7.52,9.77,8
01/12/1922,8.78,0.51,0.69,16.9,4.35,129.8,7.54,10.2,7.96
01/01/1923,8.9,0.51,0.71,16.8,4.36,132.35,7.61,10.62,8.15
01/02/1923,9.28,0.51,0.74,16.8,4.33,138,7.63,10.98,8.53
01/03/1923,9.43,0.52,0.76,16.8,4.31,140.24,7.66,11.34,8.7
01/04/1923,9.1,0.52,0.79,16.9,4.29,134.53,7.64,11.63,8.37
01/05/1923,8.67,0.52,0.81,16.9,4.26,128.17,7.66,11.99,8
01/06/1923,8.34,0.52,0.83,17,4.23,122.57,7.64,12.27,7.67
01/07/1923,8.06,0.52,0.86,17.2,4.21,117.07,7.58,12.48,7.35
01/08/1923,8.1,0.52,0.88,17.1,4.18,118.34,7.65,12.91,7.44
01/09/1923,8.15,0.53,0.91,17.2,4.16,118.38,7.63,13.18,7.46
01/10/1923,8.03,0.53,0.93,17.3,4.13,115.96,7.61,13.46,7.32
01/11/1923,8.27,0.53,0.96,17.3,4.11,119.43,7.63,13.8,7.55
01/12/1923,8.55,0.53,0.98,17.3,4.08,123.47,7.65,14.15,7.81
01/01/1924,8.83,0.53,0.98,17.3,4.06,127.52,7.68,14.09,8.07
01/02/1924,8.87,0.53,0.97,17.2,4.04,128.84,7.75,14.11,8.16
01/03/1924,8.7,0.54,0.97,17.1,4.03,127.11,7.82,14.14,8.06
01/04/1924,8.5,0.54,0.96,17,4.01,124.92,7.89,14.16,7.92
01/05/1924,8.47,0.54,0.96,17,3.99,124.48,7.91,14.1,7.9
01/06/1924,8.63,0.54,0.95,17,3.98,126.83,7.94,14.03,8.05
01/07/1924,9.03,0.54,0.95,17.1,3.96,131.93,7.91,13.89,8.38
01/08/1924,9.34,0.54,0.95,17,3.94,137.26,7.98,13.91,8.72
01/09/1924,9.25,0.55,0.94,17.1,3.93,135.14,7.96,13.77,8.58
01/10/1924,9.13,0.55,0.94,17.2,3.91,132.62,7.94,13.63,8.42
01/11/1924,9.64,0.55,0.93,17.2,3.89,140.02,7.96,13.57,8.89
01/12/1924,10.16,0.55,0.93,17.3,3.88,146.72,7.94,13.43,9.31
01/01/1925,10.58,0.55,0.96,17.3,3.86,152.79,8,13.82,9.69
01/02/1925,10.67,0.56,0.98,17.2,3.85,154.99,8.11,14.28,9.83
01/03/1925,10.39,0.56,1.01,17.3,3.83,150.05,8.12,14.59,9.52
01/04/1925,10.28,0.57,1.04,17.2,3.81,149.32,8.23,15.06,9.48
01/05/1925,10.61,0.57,1.06,17.3,3.8,153.22,8.24,15.35,9.73
01/06/1925,10.8,0.57,1.09,17.5,3.79,154.18,8.21,15.56,9.8
01/07/1925,11.1,0.58,1.12,17.7,3.77,156.68,8.18,15.77,9.96
01/08/1925,11.25,0.58,1.14,17.7,3.76,158.79,8.23,16.13,10.11
01/09/1925,11.51,0.59,1.17,17.7,3.74,162.46,8.29,16.51,10.36
01/10/1925,11.89,0.59,1.2,17.7,3.73,167.83,8.35,16.9,10.72
01/11/1925,12.26,0.6,1.22,18,3.71,170.17,8.27,16.97,10.89
